t	theta	dx	dy
2.87	0.45	0.008333333333333333	0.008726646250000001
2.903	0.477	0.008333333333333333	0.008726646250000001
2.936	0.482	0.008333333333333333	0.008726646250000001
2.97	0.47	0.008333333333333333	0.008726646250000001
3.003	0.437	0.008333333333333333	0.008726646250000001
3.036	0.378	0.008333333333333333	0.008726646250000001
3.07	0.317	0.008333333333333333	0.008726646250000001
3.103	0.227	0.008333333333333333	0.008726646250000001
3.136	0.112	0.008333333333333333	0.008726646250000001
3.17	0.004182	0.008333333333333333	0.008726646250000001
3.203	-0.101	0.008333333333333333	0.008726646250000001
3.237	-0.173	0.008333333333333333	0.008726646250000001
3.27	-0.274	0.008333333333333333	0.008726646250000001
3.303	-0.345	0.008333333333333333	0.008726646250000001
3.337	-0.408	0.008333333333333333	0.008726646250000001
3.37	-0.451	0.008333333333333333	0.008726646250000001
3.403	-0.472	0.008333333333333333	0.008726646250000001
3.437	-0.474	0.008333333333333333	0.008726646250000001
3.47	-0.454	0.008333333333333333	0.008726646250000001
3.503	-0.405	0.008333333333333333	0.008726646250000001
3.537	-0.363	0.008333333333333333	0.008726646250000001
3.57	-0.283	0.008333333333333333	0.008726646250000001
3.604	-0.198	0.008333333333333333	0.008726646250000001
3.637	-0.09412	0.008333333333333333	0.008726646250000001
3.67	0.01569	0.008333333333333333	0.008726646250000001
3.704	0.123	0.008333333333333333	0.008726646250000001
3.737	0.239	0.008333333333333333	0.008726646250000001
3.77	0.325	0.008333333333333333	0.008726646250000001
3.804	0.374	0.008333333333333333	0.008726646250000001
3.837	0.436	0.008333333333333333	0.008726646250000001
3.871	0.47	0.008333333333333333	0.008726646250000001
3.904	0.485	0.008333333333333333	0.008726646250000001
3.937	0.472	0.008333333333333333	0.008726646250000001
3.971	0.437	0.008333333333333333	0.008726646250000001
4.004	0.382	0.008333333333333333	0.008726646250000001
4.037	0.318	0.008333333333333333	0.008726646250000001
4.071	0.229	0.008333333333333333	0.008726646250000001
4.104	0.128	0.008333333333333333	0.008726646250000001
4.137	0.02563	0.008333333333333333	0.008726646250000001
4.171	-0.06331	0.008333333333333333	0.008726646250000001
4.204	-0.178	0.008333333333333333	0.008726646250000001
4.238	-0.257	0.008333333333333333	0.008726646250000001
4.271	-0.341	0.008333333333333333	0.008726646250000001
4.304	-0.406	0.008333333333333333	0.008726646250000001
4.338	-0.452	0.008333333333333333	0.008726646250000001
4.371	-0.479	0.008333333333333333	0.008726646250000001
4.404	-0.484	0.008333333333333333	0.008726646250000001
4.438	-0.465	0.008333333333333333	0.008726646250000001
4.471	-0.427	0.008333333333333333	0.008726646250000001
4.505	-0.371	0.008333333333333333	0.008726646250000001
4.538	-0.297	0.008333333333333333	0.008726646250000001
4.571	-0.206	0.008333333333333333	0.008726646250000001
4.605	-0.106	0.008333333333333333	0.008726646250000001
4.638	-0.0162	0.008333333333333333	0.008726646250000001
4.671	0.08239	0.008333333333333333	0.008726646250000001
4.705	0.208	0.008333333333333333	0.008726646250000001
4.738	0.279	0.008333333333333333	0.008726646250000001
4.771	0.35	0.008333333333333333	0.008726646250000001
4.805	0.406	0.008333333333333333	0.008726646250000001
4.838	0.442	0.008333333333333333	0.008726646250000001
4.872	0.458	0.008333333333333333	0.008726646250000001
4.905	0.453	0.008333333333333333	0.008726646250000001
4.938	0.429	0.008333333333333333	0.008726646250000001
4.972	0.384	0.008333333333333333	0.008726646250000001
5.005	0.315	0.008333333333333333	0.008726646250000001
5.038	0.232	0.008333333333333333	0.008726646250000001
5.072	0.161	0.008333333333333333	0.008726646250000001
5.105	0.03326	0.008333333333333333	0.008726646250000001
5.138	-0.07179	0.008333333333333333	0.008726646250000001
5.172	-0.169	0.008333333333333333	0.008726646250000001
5.205	-0.243	0.008333333333333333	0.008726646250000001
5.239	-0.327	0.008333333333333333	0.008726646250000001
5.272	-0.393	0.008333333333333333	0.008726646250000001
5.305	-0.442	0.008333333333333333	0.008726646250000001
5.339	-0.472	0.008333333333333333	0.008726646250000001
5.372	-0.48	0.008333333333333333	0.008726646250000001
5.405	-0.467	0.008333333333333333	0.008726646250000001
5.439	-0.432	0.008333333333333333	0.008726646250000001
5.472	-0.377	0.008333333333333333	0.008726646250000001
5.505	-0.305	0.008333333333333333	0.008726646250000001
5.539	-0.236	0.008333333333333333	0.008726646250000001
5.572	-0.143	0.008333333333333333	0.008726646250000001
5.606	-0.04376	0.008333333333333333	0.008726646250000001
5.639	0.06017	0.008333333333333333	0.008726646250000001
5.672	0.164	0.008333333333333333	0.008726646250000001
5.706	0.26	0.008333333333333333	0.008726646250000001
5.739	0.334	0.008333333333333333	0.008726646250000001
5.772	0.394	0.008333333333333333	0.008726646250000001
5.806	0.433	0.008333333333333333	0.008726646250000001
5.839	0.454	0.008333333333333333	0.008726646250000001
5.873	0.454	0.008333333333333333	0.008726646250000001
5.906	0.432	0.008333333333333333	0.008726646250000001
5.939	0.39	0.008333333333333333	0.008726646250000001
5.973	0.327	0.008333333333333333	0.008726646250000001
6.006	0.263	0.008333333333333333	0.008726646250000001
6.039	0.183	0.008333333333333333	0.008726646250000001
6.073	0.0518	0.008333333333333333	0.008726646250000001
6.106	-0.06515	0.008333333333333333	0.008726646250000001
6.139	-0.126	0.008333333333333333	0.008726646250000001
6.173	-0.225	0.008333333333333333	0.008726646250000001
6.206	-0.308	0.008333333333333333	0.008726646250000001
6.24	-0.379	0.008333333333333333	0.008726646250000001
6.273	-0.433	0.008333333333333333	0.008726646250000001
6.306	-0.465	0.008333333333333333	0.008726646250000001
6.34	-0.478	0.008333333333333333	0.008726646250000001
6.373	-0.47	0.008333333333333333	0.008726646250000001
6.406	-0.44	0.008333333333333333	0.008726646250000001
6.44	-0.39	0.008333333333333333	0.008726646250000001
6.473	-0.322	0.008333333333333333	0.008726646250000001
6.506	-0.258	0.008333333333333333	0.008726646250000001
6.54	-0.164	0.008333333333333333	0.008726646250000001
6.573	-0.06713	0.008333333333333333	0.008726646250000001
6.607	0.03363	0.008333333333333333	0.008726646250000001
6.64	0.165	0.008333333333333333	0.008726646250000001
6.673	0.234	0.008333333333333333	0.008726646250000001
6.707	0.317	0.008333333333333333	0.008726646250000001
6.74	0.381	0.008333333333333333	0.008726646250000001
6.773	0.424	0.008333333333333333	0.008726646250000001
6.807	0.447	0.008333333333333333	0.008726646250000001
6.84	0.451	0.008333333333333333	0.008726646250000001
6.874	0.436	0.008333333333333333	0.008726646250000001
6.907	0.4	0.008333333333333333	0.008726646250000001
6.94	0.341	0.008333333333333333	0.008726646250000001
6.974	0.28	0.008333333333333333	0.008726646250000001
7.007	0.201	0.008333333333333333	0.008726646250000001
7.04	0.07255	0.008333333333333333	0.008726646250000001
7.074	-0.03867	0.008333333333333333	0.008726646250000001
7.107	-0.13	0.008333333333333333	0.008726646250000001
7.14	-0.205	0.008333333333333333	0.008726646250000001
7.174	-0.289	0.008333333333333333	0.008726646250000001
7.207	-0.364	0.008333333333333333	0.008726646250000001
7.241	-0.419	0.008333333333333333	0.008726646250000001
7.274	-0.458	0.008333333333333333	0.008726646250000001
7.307	-0.474	0.008333333333333333	0.008726646250000001
7.341	-0.47	0.008333333333333333	0.008726646250000001
7.374	-0.445	0.008333333333333333	0.008726646250000001
7.407	-0.4	0.008333333333333333	0.008726646250000001
7.441	-0.336	0.008333333333333333	0.008726646250000001
7.474	-0.259	0.008333333333333333	0.008726646250000001
7.508	-0.172	0.008333333333333333	0.008726646250000001
7.541	-0.08222	0.008333333333333333	0.008726646250000001
7.574	0.0168	0.008333333333333333	0.008726646250000001
7.608	0.119	0.008333333333333333	0.008726646250000001
7.641	0.234	0.008333333333333333	0.008726646250000001
7.674	0.302	0.008333333333333333	0.008726646250000001
7.708	0.367	0.008333333333333333	0.008726646250000001
7.741	0.414	0.008333333333333333	0.008726646250000001
7.774	0.442	0.008333333333333333	0.008726646250000001
7.808	0.449	0.008333333333333333	0.008726646250000001
7.841	0.438	0.008333333333333333	0.008726646250000001
7.875	0.404	0.008333333333333333	0.008726646250000001
7.908	0.353	0.008333333333333333	0.008726646250000001
7.941	0.28	0.008333333333333333	0.008726646250000001
7.975	0.215	0.008333333333333333	0.008726646250000001
8.008	0.09206	0.008333333333333333	0.008726646250000001
8.041	-0.01065	0.008333333333333333	0.008726646250000001
8.075	-0.109	0.008333333333333333	0.008726646250000001
8.108	-0.183	0.008333333333333333	0.008726646250000001
8.141	-0.271	0.008333333333333333	0.008726646250000001
8.175	-0.347	0.008333333333333333	0.008726646250000001
8.208	-0.406	0.008333333333333333	0.008726646250000001
8.242	-0.447	0.008333333333333333	0.008726646250000001
8.275	-0.468	0.008333333333333333	0.008726646250000001
8.308	-0.468	0.008333333333333333	0.008726646250000001
8.342	-0.447	0.008333333333333333	0.008726646250000001
8.375	-0.406	0.008333333333333333	0.008726646250000001
8.408	-0.349	0.008333333333333333	0.008726646250000001
8.442	-0.286	0.008333333333333333	0.008726646250000001
8.475	-0.198	0.008333333333333333	0.008726646250000001
8.508	-0.105	0.008333333333333333	0.008726646250000001
8.542	-0.008791	0.008333333333333333	0.008726646250000001
8.575	0.09728	0.008333333333333333	0.008726646250000001
8.609	0.19	0.008333333333333333	0.008726646250000001
8.642	0.284	0.008333333333333333	0.008726646250000001
8.675	0.352	0.008333333333333333	0.008726646250000001
8.709	0.403	0.008333333333333333	0.008726646250000001
8.742	0.436	0.008333333333333333	0.008726646250000001
8.775	0.446	0.008333333333333333	0.008726646250000001
8.809	0.44	0.008333333333333333	0.008726646250000001
8.842	0.41	0.008333333333333333	0.008726646250000001
8.876	0.363	0.008333333333333333	0.008726646250000001
8.909	0.304	0.008333333333333333	0.008726646250000001
8.942	0.231	0.008333333333333333	0.008726646250000001
8.976	0.111	0.008333333333333333	0.008726646250000001
9.009	0.006408	0.008333333333333333	0.008726646250000001
9.042	-0.08944	0.008333333333333333	0.008726646250000001
9.076	-0.185	0.008333333333333333	0.008726646250000001
9.109	-0.251	0.008333333333333333	0.008726646250000001
9.142	-0.332	0.008333333333333333	0.008726646250000001
9.176	-0.396	0.008333333333333333	0.008726646250000001
9.209	-0.439	0.008333333333333333	0.008726646250000001
9.243	-0.463	0.008333333333333333	0.008726646250000001
9.276	-0.466	0.008333333333333333	0.008726646250000001
9.309	-0.45	0.008333333333333333	0.008726646250000001
9.343	-0.415	0.008333333333333333	0.008726646250000001
9.376	-0.36	0.008333333333333333	0.008726646250000001
9.409	-0.285	0.008333333333333333	0.008726646250000001
9.443	-0.202	0.008333333333333333	0.008726646250000001
9.476	-0.103	0.008333333333333333	0.008726646250000001
9.509	-0.02545	0.008333333333333333	0.008726646250000001
9.543	0.02699	0.008333333333333333	0.008726646250000001
9.576	0.124	0.008333333333333333	0.008726646250000001
9.61	0.242	0.008333333333333333	0.008726646250000001
9.643	0.349	0.008333333333333333	0.008726646250000001
9.676	0.368	0.008333333333333333	0.008726646250000001
9.71	0.411	0.008333333333333333	0.008726646250000001
9.743	0.439	0.008333333333333333	0.008726646250000001
9.776	0.443	0.008333333333333333	0.008726646250000001
9.81	0.429	0.008333333333333333	0.008726646250000001
9.843	0.395	0.008333333333333333	0.008726646250000001
9.877	0.34	0.008333333333333333	0.008726646250000001
9.91	0.271	0.008333333333333333	0.008726646250000001
9.943	0.201	0.008333333333333333	0.008726646250000001
9.977	0.07878	0.008333333333333333	0.008726646250000001
10.01	-0.0221	0.008333333333333333	0.008726646250000001
10.043	-0.09723	0.008333333333333333	0.008726646250000001
10.077	-0.192	0.008333333333333333	0.008726646250000001
10.11	-0.278	0.008333333333333333	0.008726646250000001
10.143	-0.351	0.008333333333333333	0.008726646250000001
10.177	-0.408	0.008333333333333333	0.008726646250000001
10.21	-0.446	0.008333333333333333	0.008726646250000001
10.244	-0.462	0.008333333333333333	0.008726646250000001
10.277	-0.459	0.008333333333333333	0.008726646250000001
10.31	-0.435	0.008333333333333333	0.008726646250000001
10.344	-0.392	0.008333333333333333	0.008726646250000001
10.377	-0.332	0.008333333333333333	0.008726646250000001
10.41	-0.256	0.008333333333333333	0.008726646250000001
10.444	-0.161	0.008333333333333333	0.008726646250000001
10.477	-0.08335	0.008333333333333333	0.008726646250000001
10.511	0.01425	0.008333333333333333	0.008726646250000001
10.544	0.11	0.008333333333333333	0.008726646250000001
10.577	0.224	0.008333333333333333	0.008726646250000001
10.611	0.292	0.008333333333333333	0.008726646250000001
10.644	0.358	0.008333333333333333	0.008726646250000001
10.677	0.405	0.008333333333333333	0.008726646250000001
10.711	0.435	0.008333333333333333	0.008726646250000001
10.744	0.441	0.008333333333333333	0.008726646250000001
10.777	0.431	0.008333333333333333	0.008726646250000001
10.811	0.399	0.008333333333333333	0.008726646250000001
10.844	0.35	0.008333333333333333	0.008726646250000001
10.878	0.277	0.008333333333333333	0.008726646250000001
10.911	0.189	0.008333333333333333	0.008726646250000001
10.944	0.09223	0.008333333333333333	0.008726646250000001
10.978	-0.007395	0.008333333333333333	0.008726646250000001
11.011	-0.104	0.008333333333333333	0.008726646250000001
11.044	-0.197	0.008333333333333333	0.008726646250000001
11.078	-0.286	0.008333333333333333	0.008726646250000001
11.111	-0.361	0.008333333333333333	0.008726646250000001
11.144	-0.404	0.008333333333333333	0.008726646250000001
11.178	-0.444	0.008333333333333333	0.008726646250000001
11.211	-0.466	0.008333333333333333	0.008726646250000001
11.245	-0.466	0.008333333333333333	0.008726646250000001
11.278	-0.446	0.008333333333333333	0.008726646250000001
11.311	-0.404	0.008333333333333333	0.008726646250000001
11.345	-0.348	0.008333333333333333	0.008726646250000001
11.378	-0.273	0.008333333333333333	0.008726646250000001
11.411	-0.183	0.008333333333333333	0.008726646250000001
11.445	-0.09631	0.008333333333333333	0.008726646250000001
11.478	-0.001701	0.008333333333333333	0.008726646250000001
11.511	0.09457	0.008333333333333333	0.008726646250000001
11.545	0.214	0.008333333333333333	0.008726646250000001
11.578	0.279	0.008333333333333333	0.008726646250000001
11.612	0.347	0.008333333333333333	0.008726646250000001
11.645	0.399	0.008333333333333333	0.008726646250000001
11.678	0.432	0.008333333333333333	0.008726646250000001
11.712	0.428	0.008333333333333333	0.008726646250000001
11.745	0.42	0.008333333333333333	0.008726646250000001
11.778	0.418	0.008333333333333333	0.008726646250000001
11.812	0.381	0.008333333333333333	0.008726646250000001
11.845	0.308	0.008333333333333333	0.008726646250000001
11.879	0.243	0.008333333333333333	0.008726646250000001
11.912	0.124	0.008333333333333333	0.008726646250000001
11.945	0.02055	0.008333333333333333	0.008726646250000001
11.979	-0.07774	0.008333333333333333	0.008726646250000001
12.012	-0.176	0.008333333333333333	0.008726646250000001
12.045	-0.258	0.008333333333333333	0.008726646250000001
12.079	-0.338	0.008333333333333333	0.008726646250000001
12.112	-0.399	0.008333333333333333	0.008726646250000001
12.145	-0.425	0.008333333333333333	0.008726646250000001
12.179	-0.45	0.008333333333333333	0.008726646250000001
12.212	-0.453	0.008333333333333333	0.008726646250000001
12.246	-0.435	0.008333333333333333	0.008726646250000001
12.279	-0.419	0.008333333333333333	0.008726646250000001
12.312	-0.368	0.008333333333333333	0.008726646250000001
12.346	-0.293	0.008333333333333333	0.008726646250000001
12.379	-0.205	0.008333333333333333	0.008726646250000001
12.412	-0.112	0.008333333333333333	0.008726646250000001
12.446	-0.01384	0.008333333333333333	0.008726646250000001
12.479	0.0871	0.008333333333333333	0.008726646250000001
12.512	0.188	0.008333333333333333	0.008726646250000001
12.546	0.277	0.008333333333333333	0.008726646250000001
12.579	0.354	0.008333333333333333	0.008726646250000001
12.613	0.398	0.008333333333333333	0.008726646250000001
12.646	0.432	0.008333333333333333	0.008726646250000001
12.679	0.445	0.008333333333333333	0.008726646250000001
12.713	0.442	0.008333333333333333	0.008726646250000001
12.746	0.414	0.008333333333333333	0.008726646250000001
12.779	0.365	0.008333333333333333	0.008726646250000001
12.813	0.301	0.008333333333333333	0.008726646250000001
12.846	0.251	0.008333333333333333	0.008726646250000001
12.88	0.163	0.008333333333333333	0.008726646250000001
12.913	0.03784	0.008333333333333333	0.008726646250000001
12.946	-0.06273	0.008333333333333333	0.008726646250000001
12.98	-0.145	0.008333333333333333	0.008726646250000001
13.013	-0.243	0.008333333333333333	0.008726646250000001
13.046	-0.319	0.008333333333333333	0.008726646250000001
13.08	-0.366	0.008333333333333333	0.008726646250000001
13.113	-0.413	0.008333333333333333	0.008726646250000001
13.146	-0.439	0.008333333333333333	0.008726646250000001
13.18	-0.447	0.008333333333333333	0.008726646250000001
13.213	-0.433	0.008333333333333333	0.008726646250000001
13.247	-0.399	0.008333333333333333	0.008726646250000001
13.28	-0.372	0.008333333333333333	0.008726646250000001
13.313	-0.295	0.008333333333333333	0.008726646250000001
13.347	-0.213	0.008333333333333333	0.008726646250000001
13.38	-0.127	0.008333333333333333	0.008726646250000001
13.413	-0.02895	0.008333333333333333	0.008726646250000001
13.447	0.07373	0.008333333333333333	0.008726646250000001
13.48	0.198	0.008333333333333333	0.008726646250000001
13.514	0.258	0.008333333333333333	0.008726646250000001
13.547	0.327	0.008333333333333333	0.008726646250000001
13.58	0.385	0.008333333333333333	0.008726646250000001
13.614	0.423	0.008333333333333333	0.008726646250000001
13.647	0.442	0.008333333333333333	0.008726646250000001
13.68	0.439	0.008333333333333333	0.008726646250000001
13.714	0.415	0.008333333333333333	0.008726646250000001
13.747	0.374	0.008333333333333333	0.008726646250000001
13.78	0.318	0.008333333333333333	0.008726646250000001
13.814	0.262	0.008333333333333333	0.008726646250000001
13.847	0.183	0.008333333333333333	0.008726646250000001
13.881	0.0539	0.008333333333333333	0.008726646250000001
13.914	-0.05139	0.008333333333333333	0.008726646250000001
13.947	-0.137	0.008333333333333333	0.008726646250000001
13.981	-0.223	0.008333333333333333	0.008726646250000001
14.014	-0.303	0.008333333333333333	0.008726646250000001
14.047	-0.368	0.008333333333333333	0.008726646250000001
14.081	-0.412	0.008333333333333333	0.008726646250000001
14.114	-0.444	0.008333333333333333	0.008726646250000001
14.147	-0.453	0.008333333333333333	0.008726646250000001
14.181	-0.442	0.008333333333333333	0.008726646250000001
14.214	-0.413	0.008333333333333333	0.008726646250000001
14.248	-0.365	0.008333333333333333	0.008726646250000001
14.281	-0.302	0.008333333333333333	0.008726646250000001
14.314	-0.222	0.008333333333333333	0.008726646250000001
14.348	-0.134	0.008333333333333333	0.008726646250000001
14.381	-0.04614	0.008333333333333333	0.008726646250000001
14.414	0.05906	0.008333333333333333	0.008726646250000001
14.448	0.153	0.008333333333333333	0.008726646250000001
14.481	0.271	0.008333333333333333	0.008726646250000001
14.514	0.344	0.008333333333333333	0.008726646250000001
14.548	0.372	0.008333333333333333	0.008726646250000001
14.581	0.423	0.008333333333333333	0.008726646250000001
14.615	0.451	0.008333333333333333	0.008726646250000001
14.648	0.449	0.008333333333333333	0.008726646250000001
14.681	0.427	0.008333333333333333	0.008726646250000001
14.715	0.383	0.008333333333333333	0.008726646250000001
14.748	0.337	0.008333333333333333	0.008726646250000001
14.781	0.262	0.008333333333333333	0.008726646250000001
14.815	0.197	0.008333333333333333	0.008726646250000001
14.848	0.07464	0.008333333333333333	0.008726646250000001
14.882	-0.02741	0.008333333333333333	0.008726646250000001
14.915	-0.111	0.008333333333333333	0.008726646250000001
14.948	-0.181	0.008333333333333333	0.008726646250000001
14.982	-0.261	0.008333333333333333	0.008726646250000001
15.015	-0.331	0.008333333333333333	0.008726646250000001
15.048	-0.382	0.008333333333333333	0.008726646250000001
15.082	-0.417	0.008333333333333333	0.008726646250000001
15.115	-0.429	0.008333333333333333	0.008726646250000001
15.148	-0.424	0.008333333333333333	0.008726646250000001
15.182	-0.397	0.008333333333333333	0.008726646250000001
15.215	-0.351	0.008333333333333333	0.008726646250000001
15.249	-0.29	0.008333333333333333	0.008726646250000001
15.282	-0.237	0.008333333333333333	0.008726646250000001
15.315	-0.149	0.008333333333333333	0.008726646250000001
15.349	-0.0585	0.008333333333333333	0.008726646250000001
15.382	0.03579	0.008333333333333333	0.008726646250000001
15.415	0.133	0.008333333333333333	0.008726646250000001
15.449	0.237	0.008333333333333333	0.008726646250000001
15.482	0.336	0.008333333333333333	0.008726646250000001
15.515	0.367	0.008333333333333333	0.008726646250000001
15.549	0.412	0.008333333333333333	0.008726646250000001
15.582	0.439	0.008333333333333333	0.008726646250000001
15.616	0.444	0.008333333333333333	0.008726646250000001
15.649	0.43	0.008333333333333333	0.008726646250000001
15.682	0.391	0.008333333333333333	0.008726646250000001
15.716	0.334	0.008333333333333333	0.008726646250000001
15.749	0.295	0.008333333333333333	0.008726646250000001
15.782	0.21	0.008333333333333333	0.008726646250000001
15.816	0.07661	0.008333333333333333	0.008726646250000001
15.849	-0.0464	0.008333333333333333	0.008726646250000001
15.883	-0.09637	0.008333333333333333	0.008726646250000001
15.916	-0.186	0.008333333333333333	0.008726646250000001
15.949	-0.272	0.008333333333333333	0.008726646250000001
15.983	-0.345	0.008333333333333333	0.008726646250000001
16.016	-0.402	0.008333333333333333	0.008726646250000001
16.049	-0.442	0.008333333333333333	0.008726646250000001
16.083	-0.461	0.008333333333333333	0.008726646250000001
16.116	-0.458	0.008333333333333333	0.008726646250000001
16.149	-0.432	0.008333333333333333	0.008726646250000001
16.183	-0.386	0.008333333333333333	0.008726646250000001
16.216	-0.323	0.008333333333333333	0.008726646250000001
16.25	-0.245	0.008333333333333333	0.008726646250000001
16.283	-0.157	0.008333333333333333	0.008726646250000001
16.316	-0.08636	0.008333333333333333	0.008726646250000001
16.35	0.00382	0.008333333333333333	0.008726646250000001
16.383	0.125	0.008333333333333333	0.008726646250000001
16.416	0.23	0.008333333333333333	0.008726646250000001
16.45	0.312	0.008333333333333333	0.008726646250000001
16.483	0.379	0.008333333333333333	0.008726646250000001
16.517	0.43	0.008333333333333333	0.008726646250000001
16.55	0.462	0.008333333333333333	0.008726646250000001
16.583	0.401	0.008333333333333333	0.008726646250000001
16.617	0.393	0.008333333333333333	0.008726646250000001
16.65	0.415	0.008333333333333333	0.008726646250000001
16.683	0.325	0.008333333333333333	0.008726646250000001
16.717	0.261	0.008333333333333333	0.008726646250000001
16.75	0.183	0.008333333333333333	0.008726646250000001
16.783	0.09667	0.008333333333333333	0.008726646250000001
16.817	0.005206	0.008333333333333333	0.008726646250000001
16.85	-0.08639	0.008333333333333333	0.008726646250000001
16.884	-0.175	0.008333333333333333	0.008726646250000001
16.917	-0.256	0.008333333333333333	0.008726646250000001
16.95	-0.323	0.008333333333333333	0.008726646250000001
16.984	-0.376	0.008333333333333333	0.008726646250000001
17.017	-0.412	0.008333333333333333	0.008726646250000001
17.05	-0.429	0.008333333333333333	0.008726646250000001
17.084	-0.428	0.008333333333333333	0.008726646250000001
17.117	-0.407	0.008333333333333333	0.008726646250000001
17.15	-0.367	0.008333333333333333	0.008726646250000001
17.184	-0.31	0.008333333333333333	0.008726646250000001
17.217	-0.238	0.008333333333333333	0.008726646250000001
17.251	-0.154	0.008333333333333333	0.008726646250000001
17.284	-0.06168	0.008333333333333333	0.008726646250000001
17.317	0.03551	0.008333333333333333	0.008726646250000001
17.351	0.132	0.008333333333333333	0.008726646250000001
17.384	0.222	0.008333333333333333	0.008726646250000001
17.417	0.303	0.008333333333333333	0.008726646250000001
17.451	0.369	0.008333333333333333	0.008726646250000001
17.484	0.419	0.008333333333333333	0.008726646250000001
17.517	0.451	0.008333333333333333	0.008726646250000001
